,Date,Player,Item,DKP
366,,Nobody,Arcanist Robes,0
460,,Nobody,Emberweave Leggings,0
360,,Nobody,Arcanist Gloves,0
491,,Nobody,Netherwind Pants,0
1237,,,Desecrated Girdle,0
1470,,,Desecrated Pauldrons,0
1469,,,Desecrated Spaulders,0
1467,,,Desecrated Tunic,0
308,,Nobody,Desecrated Bindings,0
871,,None,veklor's diadem,0
66,,Nobody,Thick Qirajihide Belt,0
1495,,,Leggigns of the Festering Swarm,0
607,,,Dragonstalker's Spaulders,0
818,,,Band of Sulfruas,0
780,,,Boots of Transcendence,0
602,,,Bloodfang Gloves,0
617,,,CEnarion Leggings,0
1132,,,Eye of Divinity,0
817,,,Netherwind Pants,0
1356,,,Gloves of the Hidden Dingdong,0
1201,,,husk of the old god,0
609,,,Robes of Transcendence,0
615,,,Lawbringer Boots,0
608,,,Girdle of the Fallen Crusader,0
604,,,Drake Talon Pauldrons,0
614,,,Gauntlets of Might,0
605,,,Pauldrons of Transcendence,0
816,,,Netherwind Pants,0
591,,,Nemesis Belt,0
1133,,,Felheart Bracers,0
1036,,,Vek'lor's DIadem,0
899,,,Desecrated Belt,0
1607,12/22,,Qiraji Bindings of Dominance,0
1200,,,veklars diadem,0
1620,12/28,,Desecrated Sabatons,0
260,,Nobody,Ancient Petrified Leaf,0
1649,12/28,,Desecrated Girdle,0
905,,,Desecrated Bracers ,0
980,,,Desecrated Spaulders,0
994,,,Desecrated Legplates,0
995,,,Desecrated Bindings,0
893,,,Desecrasted Shoulderpads,0
1585,12/21,,Desecrated Shoulderpads,0
990,,,Desecrated Girdle,0
908,,,Desecrated Handguards,0
989,,,Desecrated Girdle,0
993,,,Desecrated Legguards,0
65,,Nobody,Gloves of Enforcement,0
323,,Nobody,Bracelets of Wrath,0
972,,,Leggings of Transcendence,0
346,,Nobody,Felheart Gloves,0
330,,Nobody,Stormrage Hangguards,0
329,,Nobody,Venemous Totem,0
337,,Nobody,Shimmering Geta,0
332,,Nobody,Gauntlets of Wrath,0
321,,Nobody,Netherwind Bindings,0
209,,Nobody,Gloves of Rapid Evolution,0
350,,Nobody,Nightslayer Gloves,0
347,,Nobody,Felheart Pants,0
210,,Nobody,Bracelets of Wrath,0
348,,Nobody,Flamewalker Legplates,0
328,,Nobody,Nemesis Boots,0
255,,Nobody,Shadowstrike,0
341,,Nobody,Netherwind Robes,0
242,,Nobody,Nightslayer Bracelets,0
331,,Nobody,Black Ash Robe,0
325,,Nobody,Nemesis Belt,0
116,,Nobody,Waistband of Wrath,0
334,,Nobody,Stormrage Hangguards,0
1112,,,Arcanist Boots,0
1401,,Drendall,Stormrage Handguards,0
1313,,Ezekyle,Necro-Knight's Garb,0
585,,Tofra,Veil of Eclipse,0
815,,brockstar,Eye of Divinity,0
1723,1/5,Ahi,Head of Nef,0
2322,4/5,Meco,Phylactery,0
1700,12/29,Tofra,Eye of Divinity,0
1693,12/29,Donlimon,Magma Tempered Boots,0
1312,,Nightsummon,Necro-Knight's Garb,0
2109,2/23,Remembrancer,Nef Head,0
1432,,Inu,Sabatons of Might,0
1891,1/19,Fatjaws,Fireguard Shoulders,0
619,,Boenita,Schematic: Bizniks,0
1535,,Rowaine,Desecrated Headpiece,0
1790,1/11,Silly,Desecrated Robe,0
1948,1/26,Nineteenxx,Sublety enchanty,0
112,,Nobody,Netherwind Bindings,0
211,,Nobody,Waistband of Wrath,0
363,,Nobody,Mantle of Prophecy,0
361,,Nobody,Boots of Prophecy,0
488,,Nobody,core forged greaves,0
471,,Nobody,Felheart Gloves,0
374,,Nobody,Cloak of the Shrouded Mists,0
375,,Nobody,Choker of teh Firelord,0
373,,Nobody,Nemesis Legguards,0
479,,Nobody,Lawbringer Spaulders,0
467,,Nobody,Therazane's Link,0
482,,Nobody,Boots of Prophecy,0
145,,Nobody,Pauldrons of Might,0
484,,Nobody,Robes of Propecy,0
67,,Nobody,Mantle of Wicked Revenge,0
485,,Nobody,Giantstalker's Breastplate,0
476,,Nobody,Lawbringer Helm,0
349,,Nobody,Legplates of Might,0
480,,Nobody,Seal of the Archmagus,0
452,,Nobody,Stormrage Boots,0
477,,Nobody,Circlet of Prophecy,0
357,,Nobody,Lawbringer SPaulders,0
493,,Nobody,Boots of the Redeemed Prophecy,0
352,,Nobody,Felheart Horns,0
214,,Nobody,Netherwind Boots,0
143,,Nobody,Boots of Prophecy,0
142,,Nobody,Arcanist Mantle,0
232,,Nobody,Arcanist Boots,0
244,,Nobody,Gloves of Prophecy,0
475,,Nobody,Lawbringer Gauntlets,0
356,,Nobody,Felheart Shoulder Pads,0
245,,Nobody,Circlet of Propecy,0
253,,Nobody,Giantstalker's Bracers,0
453,,Nobody,Netherwind Boots,0
258,,Nobody,Gloves of the Hypnotic Flame,0
259,,Nobody,Nightslayer Chest,0
146,,Nobody,Arcanist Robes,0
120,,Nobody,Nemesis Boots,0
327,,Nobody,Bloodfang Boots,0
610,,,Robes of Transcendence,0
625,,,Lawbringer Spaulders,0
929,,free,Judgement Bindings,0
721,,,Nightslayer Shoulder Pads,0
1671,12/29,,Stormrage Boots,0
792,,,Taut Dragonhide Gloves,0
683,,,Triad Girdle,0
1694,12/29,,Circlet of Prophecy,0
686,,,Robes of the Battleguard,0
1661,12/29,,Netherwind Mantle,0
706,,,Lawbringer Boots,0
794,,,Stormrage Chestguard,0
636,,,WRistguards of True Flight,0
789,,,Nemesis Spaulders,0
1667,12/29,,Stormrage Belt,0
708,,,Giantstalker Leggings,0
798,,,Cenarion Boots,0
631,,,Robes of Prophecy,0
1410,,,Netherwind Bindings,0
807,,,Gutgore Ripper,0
1082,,,Bloodfang Bracers,0
687,,,Hive Tunneler's Boots,0
716,,,Arcanist Mantle,0
1578,12/21,,Ring of the Dreamwalker,0
935,,,Netherwind Boots,0
684,,,Ooze-ridden Gauntlets,0
1519,,,Claymore of Unholy Might,0
1284,,,Nightslayer gloves,0
1690,12/29, , Giantstalker's Bracers,0
808,,,Boots of Prophecy,0
1261,,,Cloak of the Shrouded Mists,0
726,,,Sash of Whispered Secrets,0
934,,,Pendant of the Fallen Dragon,0
720,,,Arcanist Gloves,0
1466,,,Ring of Spiritual Fervor,0
1088,,,Boots of Transcendence,0
1083,,,Bloodfang Bracers,0
800,,,Flamewalker Legplates,0
799,,,Crimson Shocker,0
1666,12/29,,Netherwind Bindings,0
1665,12/29,,Netherwind Bindings,0
1285,,,Heavy Dark Iron Ring,0
1099,,,Elementium Threaded Cloak,0
779,,,Dragonstalker's BElt,0
803,,,Nightslayer Gloves,0
783,,,Gauntlets of Wrath,0
1116,,,Nightslayer Gloves,0
639,,,Legplates of Wrath,0
1017,,,Beetle Scaled Wristguards,0
1097,,,Dragonstalkjer's Spaulders,0
1670,12/29,,Black Brood Pauldrons,0
722,,,Shadowstrike,0
778,,,Dragonstalker's BElt,0
760,,,Necro-Knight's Garb,0
801,,,Legplates of Might,0
1016,,,Leggings of Immersion,0
715,,,Lawbringer Spaulders,0
1113,,,Felheart Gloves,0
632,,,Cenarion Vestments,0
714,,,Nightslayer Cover,0
1465,,,Spaulders of the Grand Crusader,0
640,,,Stormrage Legguards,0
802,,,Pants of Prophecy,0
707,,,Nightslayer Pants,0
790,,,Pauldrons of Transcendence,0
724,,,Arcanist Robes,0
713,,,Gianstalker's Helmet,0
805,,,Helm of Might,0
1032,,,Gloves of the Hidden Temple,0
775,,,Arcane Infused Gem,0
630,,,Shadowstrike,0
1117,,,Giantstalker's Boots,0
1449,,,Frostfire Ring,0
776,,,Nemesis Bracers,0
1119,,,Felheart Horns,0
804,,,Giantstalker's Boots,0
1090,,,Judgement Sabatons,0
793,,,Dragonstalker's Breastplate,0
1050,,,Death's Bargain,0
1286,,,Felheart Shoulder Pads,0
812,,,Lawbringer Chestguard,0
1144,,,Ring of the Dreamwalker,0
1131,,,Sash of Whispered Secrets,0
825,,,Digested Hand of Power,0
1258,,,Blastershot Launcher,0
1255,,,Boots of Prophecy,0
1280,,,Nemesis Gloves,0
1335,,,Creeping Vine Helm,0
813,,,Felhjeart Robes,0
959,,,Gloves of Prophecy,0
1249,,,Giantstalker's Leggiongs,0
598,,,Legguards of the Fallen Crusader,0
1253,,,Drillborer disk,0
891,,,Toxin Injector,0
1269,,,Boots of Transcendence,0
1230,,,Icy Scale Spaulders,0
887,,,Belt of the Grand Crusader,0
1277,,,Handguards of Transcendence,0
621,,,Giantstalker's Boots,0
1130,,,Robes of Propecy,0
1764,1/5,,Azuresong Mageblade,0
1376,,,Digested Hand of Power,0
810,,,Pauldrons of Might,0
1367,,,Frostfire Ring,0
1494,,,Angelista's Charm,0
814,,,Azuresong Mageblade,0
1120,,,Giantstalker's Helmet,0
628,,,Giantstalker's Gloves,0
1123,,,Felheart Shoulder Pads,0
1126,,,Giantstalker's Gloves,0
1127,,,Stahowstrike,0
1128,,,Heavy Dark Iron Ring,0
1129,,,Lawbringer Chestguard,0
1378,,,Libram of Light,0
626,,,Felheart Shoulder Pads,0
1368,,,Crypstalker Ring,0
809,,,Arcanist Gloes,0
1247,,,Gauntlets of Might,0
1250,,,Felheart Pants,0
1179,,,thick qiraji hide belt,0
1014,,,Ring of the Dreamwalker,0
629,,,Nightslayer Shoulder Pads,0
1515,,,Spire of Twilight,0
596,,,Black Brood Pauldrons,0
1582,12/21,,Gem of Nerubis,0
950,,,Stormrage Chestguard,0
594,,,Boots of Transcendence,0
589,,,Stormrage Bracers,0
1577,12/21,,Spire of Twilight,0
1271,,,"Ashjre'thul, Crossbow of Smiting",0
863,,None,Leggings of the festering swarm,0
1006,,,Maul of the Redeemed Crusader,0
1194,,,idol of health,0
1175,,,Beetle Scaled Wristguards,0
1283,,,Nightslayer Cover,0
861,,None,Temary Mantil,0
1290,,,Wristguard of True Flight,0
859,,None,Legging of Immersion,0
597,,,Gauntlets of Wrath,0
593,,,Rune of Metamorphasis,0
1268,,,Helm of Endless RAge,0
1270,,,Stormrage Boots,0
1251,,,Flameguard Gauntlets,0
1257,,,Cenarion Vestments,0
1225,,,Digested Hand of Power,0
1267,,,Stormrage Belt,0
620,,,Gloves of Prophecy,0
885,,None,Idol of Health,0
1282,,,Judgment Spaulders,0
1266,,,Belt of Transcendence,0
811,,,Giantstalker's Epaulets,0
1900,1/25,,Frostfire Ring,0
1256,,,Nightslayer Chestpiece,0
1263,,,Legplates of Wrath,0
1259,,,Bindings of Transcendence,0
904,,,Stygian Buckler,0
3249,8/31,,Biznick's ,0
